旅客记录号,乘客数,到达航班,到达日期,出发航班,出发日期
T4168,1,NV6155,2018/1/21,NV6556,2018/1/21
T4169,1,NV6155,2018/1/21,NV629,2018/1/21
T4170,2,NV6155,2018/1/21,NV6462,2018/1/21
T4171,1,NV6155,2018/1/21,NV6170,2018/1/21
T4172,2,NV6155,2018/1/21,NV3273,2018/1/21
T4173,2,NV6155,2018/1/21,NV3273,2018/1/21
T4174,2,NV6155,2018/1/21,NV6149,2018/1/21
T4175,1,NV6735,2018/1/21,NV6318,2018/1/21
T4176,2,NV6735,2018/1/21,NV656,2018/1/21
T4177,2,NV6735,2018/1/21,NV616,2018/1/21
T4178,2,NV6735,2018/1/21,NV616,2018/1/21
T4179,2,NV6735,2018/1/21,NV616,2018/1/21
T4180,2,NV6735,2018/1/21,NV616,2018/1/21
T4181,2,NV6735,2018/1/21,NV616,2018/1/21
T4182,2,NV6735,2018/1/21,NV616,2018/1/21
T4183,2,NV6735,2018/1/21,NV6556,2018/1/21
T4184,2,NV6735,2018/1/21,NV0746,2018/1/21
T4185,1,NV6735,2018/1/21,NV6170,2018/1/21
T4186,1,NV6735,2018/1/21,NV302,2018/1/21
T4187,2,NV6735,2018/1/21,NV682,2018/1/21
T4188,1,NV6735,2018/1/21,NV682,2018/1/21
T4189,2,NV6719,2018/1/21,NV6116,2018/1/21
T4190,1,NV6719,2018/1/21,NV6116,2018/1/21
T4191,2,NV6719,2018/1/21,NV616,2018/1/21
T4192,2,NV6719,2018/1/21,NV616,2018/1/21
T4193,2,NV6719,2018/1/21,NV616,2018/1/21
T4194,1,NV6719,2018/1/21,NV6556,2018/1/21
T4195,1,NV6719,2018/1/21,NV629,2018/1/21
T4196,1,NV6719,2018/1/21,NV686,2018/1/21
T4197,2,NV6719,2018/1/21,NV624,2018/1/21
T4198,2,NV6719,2018/1/21,NV624,2018/1/21
T4199,2,NV6719,2018/1/21,NV624,2018/1/21
T4200,1,NV6719,2018/1/21,NV624,2018/1/21
T4201,2,NV383,2018/1/21,NV6574,2018/1/21
T4202,1,NV383,2018/1/21,NV6574,2018/1/21
T4203,1,NV383,2018/1/21,NV6374,2018/1/21
T4204,1,NV383,2018/1/21,NV616,2018/1/21
T4205,2,NV383,2018/1/21,NV6742,2018/1/21
T4206,2,NV383,2018/1/21,NV6742,2018/1/21
T4207,2,NV383,2018/1/21,NV6742,2018/1/21
T4208,2,NV383,2018/1/21,NV6742,2018/1/21
T4209,1,NV383,2018/1/21,NV6742,2018/1/21
T4210,2,NV383,2018/1/21,NV6556,2018/1/21
T4211,1,NV383,2018/1/21,NV6710,2018/1/21
T4212,1,NV383,2018/1/21,NV6149,2018/1/21
T4213,2,NV6153,2018/1/21,NV656,2018/1/21
T4214,2,NV6153,2018/1/21,NV656,2018/1/21
T4215,2,NV6153,2018/1/21,NV656,2018/1/21
T4216,2,NV6153,2018/1/21,NV656,2018/1/21
T4217,2,NV6153,2018/1/21,NV656,2018/1/21
T4218,2,NV6153,2018/1/21,NV6742,2018/1/21
T4219,2,NV6153,2018/1/21,NV6742,2018/1/21
T4220,1,NV6153,2018/1/21,NV6742,2018/1/21
T4221,2,NV6153,2018/1/21,NV0746,2018/1/21
T4222,2,NV6153,2018/1/21,NV0746,2018/1/21
T4223,1,NV6153,2018/1/21,NV629,2018/1/21
T4224,2,NV6153,2018/1/21,NV6170,2018/1/21
T4225,2,NV6153,2018/1/21,NV6710,2018/1/21
T4226,2,NV6153,2018/1/21,NV6149,2018/1/21
T4227,2,NV6153,2018/1/21,NV624,2018/1/21
T4228,2,NV6575,2018/1/21,NV616,2018/1/21
T4229,2,NV6575,2018/1/21,NV616,2018/1/21
T4230,1,NV6575,2018/1/21,NV302,2018/1/21
T4231,2,NV6575,2018/1/21,NV6162,2018/1/21
T4232,2,NV6221,2018/1/21,NV624,2018/1/21
T4233,2,NV3654,2018/1/21,NV382,2018/1/21
T4234,1,NV3654,2018/1/21,NV382,2018/1/21
T4235,2,NV3654,2018/1/21,NV6170,2018/1/21
T4236,2,NV3654,2018/1/21,NV302,2018/1/21
T4237,2,NV3654,2018/1/21,NV302,2018/1/21
T4238,2,NV3654,2018/1/21,NV302,2018/1/21
T4239,2,NV3654,2018/1/21,NV302,2018/1/21
T4240,1,NV3654,2018/1/21,NV6162,2018/1/21
T4241,1,NV3654,2018/1/21,NV3702,2018/1/21
T4242,2,NV3654,2018/1/21,NV642,2018/1/21
T4243,2,NV3654,2018/1/21,NV830,2018/1/21
T4244,1,NV3654,2018/1/21,NV830,2018/1/21
T4245,1,NV6171,2018/1/21,NV6374,2018/1/21
T4246,2,NV6171,2018/1/21,NV616,2018/1/21
T4247,2,NV6171,2018/1/21,NV6742,2018/1/21
T4248,2,NV6171,2018/1/21,NV6742,2018/1/21
T4249,1,NV6171,2018/1/21,NV6556,2018/1/21
T4250,2,NV6171,2018/1/21,NV629,2018/1/21
T4251,1,NV6171,2018/1/21,NV6462,2018/1/21
T4252,2,NV6171,2018/1/21,NV6710,2018/1/21
T4253,2,NV6171,2018/1/21,NV6710,2018/1/21
T4254,2,NV6171,2018/1/21,NV6149,2018/1/21
T4255,2,NV6171,2018/1/21,NV6149,2018/1/21
T4256,2,NV6171,2018/1/21,NV6149,2018/1/21
T4257,2,NV6171,2018/1/21,NV3277,2018/1/21
T4258,2,NV681,2018/1/21,NV6318,2018/1/21
T4259,1,NV681,2018/1/21,NV6318,2018/1/21
T4260,1,NV656,2018/1/21,NV6170,2018/1/21
T4261,2,NV656,2018/1/21,NV642,2018/1/21
T4262,2,NV613,2018/1/21,NV6736,2018/1/21
T4263,1,NV613,2018/1/21,NV302,2018/1/21
T4264,1,NV613,2018/1/21,NV682,2018/1/21
T4265,2,NV613,2018/1/21,NV6710,2018/1/21
T4266,2,NV337,2018/1/21,NV6736,2018/1/21
T4267,1,NV337,2018/1/21,NV629,2018/1/21
T4268,2,NV337,2018/1/21,NV3273,2018/1/21
T4269,1,NV337,2018/1/21,NV6710,2018/1/21
T4270,2,NV6711,2018/1/21,NV382,2018/1/21
T4271,2,NV6711,2018/1/21,NV6170,2018/1/21
T4272,1,NV6711,2018/1/21,NV686,2018/1/21
T4273,2,NV6711,2018/1/21,NV302,2018/1/21
T4274,2,NV6711,2018/1/21,NV682,2018/1/21
T4275,2,NV6711,2018/1/21,NV6162,2018/1/21
T4276,1,NV6711,2018/1/21,NV6162,2018/1/21
T4277,1,NV6711,2018/1/21,NV638,2018/1/21
T4278,2,NV6711,2018/1/21,NV304,2018/1/21
T4279,2,NV6711,2018/1/21,NV3702,2018/1/21
T4280,2,NV6711,2018/1/21,NV642,2018/1/21
T4281,2,GN0423,2018/1/21,NV830,2018/1/21
T4282,2,NV629,2018/1/21,NV616,2018/1/21
T4283,2,NV629,2018/1/21,NV616,2018/1/21
T4284,1,NV629,2018/1/21,NV616,2018/1/21
T4285,1,NV629,2018/1/21,NV3273,2018/1/21
T4286,1,NV629,2018/1/21,NV6710,2018/1/21
T4287,1,NV629,2018/1/21,NV834,2018/1/21
T4288,1,NV629,2018/1/21,NV308,2018/1/21
T4289,2,NV382,2018/1/21,NV6170,2018/1/21
T4290,2,NV382,2018/1/21,NV682,2018/1/21
T4291,1,NV382,2018/1/21,NV682,2018/1/21
T4292,2,NV382,2018/1/21,NV304,2018/1/21
T4293,1,NV382,2018/1/21,NV834,2018/1/21
T4294,2,NV382,2018/1/21,NV308,2018/1/21
T4295,2,NV382,2018/1/21,NV308,2018/1/21
T4296,2,NV382,2018/1/21,NV308,2018/1/21
T4297,2,NV382,2018/1/21,NV308,2018/1/21
T4298,1,NV6203,2018/1/21,NV638,2018/1/21
T4299,1,NV6453,2018/1/21,NV3702,2018/1/21
T4300,1,NV6453,2018/1/21,NV642,2018/1/21
T4301,2,NV6453,2018/1/21,NV830,2018/1/21
T4302,1,NV6453,2018/1/21,NV830,2018/1/21
T4303,1,NV6453,2018/1/21,NV308,2018/1/21
T4304,2,NV657,2018/1/21,NV6162,2018/1/21
T4305,2,NV657,2018/1/21,NV6162,2018/1/21
T4306,2,NV657,2018/1/21,NV6162,2018/1/21
T4307,2,NV657,2018/1/21,NV6162,2018/1/21
T4308,1,NV657,2018/1/21,NV6162,2018/1/21
T4309,2,NV657,2018/1/21,NV6710,2018/1/21
T4310,1,NV657,2018/1/21,NV642,2018/1/21
T4311,1,NV657,2018/1/21,NV830,2018/1/21
T4312,2,NV657,2018/1/21,NV308,2018/1/21
T4313,2,NV657,2018/1/21,NV308,2018/1/21
T4314,2,NV657,2018/1/21,NV308,2018/1/21
T4315,1,NV657,2018/1/21,NV308,2018/1/21
T4316,1,NV6777,2018/1/21,NV308,2018/1/21
T4317,1,NV641,2018/1/21,NV6462,2018/1/21
T4318,2,NV641,2018/1/21,NV6710,2018/1/21
T4319,1,NV641,2018/1/21,NV6710,2018/1/21
T4320,1,NV641,2018/1/21,NV6149,2018/1/21
T4321,1,NV641,2018/1/21,NV3631,2018/1/21
T4322,1,NV641,2018/1/21,NV3410,2018/1/21
T4323,2,NV6537,2018/1/21,NV638,2018/1/21
T4324,1,NV6537,2018/1/21,NV3702,2018/1/21
T4325,2,NV6537,2018/1/21,NV642,2018/1/21
T4326,1,NV6537,2018/1/21,NV830,2018/1/21
T4327,1,NV669,2018/1/21,NV3277,2018/1/21
T4328,1,NV6173,2018/1/21,NV308,2018/1/21
T4329,1,NV6173,2018/1/21,NV860,2018/1/21
T4330,2,NV6173,2018/1/21,NV658,2018/1/21
T4331,1,NV6173,2018/1/21,NV658,2018/1/21
T4332,2,NV302,2018/1/21,NV3702,2018/1/21
T4333,2,NV302,2018/1/21,NV3702,2018/1/21
T4334,2,NV302,2018/1/21,NV642,2018/1/21
T4335,2,NV302,2018/1/21,NV308,2018/1/21
T4336,2,NV302,2018/1/21,NV860,2018/1/21
T4337,2,NV627,2018/1/21,NV3277,2018/1/21
T4338,2,NV627,2018/1/21,NV860,2018/1/21
T4339,1,NV627,2018/1/21,NV860,2018/1/21
T4340,2,NV6715,2018/1/21,NV642,2018/1/21
T4341,2,NV6715,2018/1/21,NV642,2018/1/21
T4342,2,NV6715,2018/1/21,NV834,2018/1/21
T4343,1,NV6715,2018/1/21,NV834,2018/1/21
T4344,2,NV6715,2018/1/21,NV624,2018/1/21
T4345,2,NV6715,2018/1/21,NV624,2018/1/21
T4346,2,NV6715,2018/1/21,NV624,2018/1/21
T4347,2,NV6715,2018/1/21,NV624,2018/1/21
T4348,2,NV6715,2018/1/21,NV624,2018/1/21
T4349,2,NV6715,2018/1/21,NV624,2018/1/21
T4350,1,NV6715,2018/1/21,NV624,2018/1/21
T4351,1,NV6715,2018/1/21,NV308,2018/1/21
T4352,2,NV6715,2018/1/21,NV860,2018/1/21
T4353,2,NV6715,2018/1/21,NV860,2018/1/21
T4354,2,NV6715,2018/1/21,NV860,2018/1/21
T4355,2,NV6715,2018/1/21,NV688,2018/1/21
T4356,2,NV6715,2018/1/21,NV688,2018/1/21
T4357,2,NV6715,2018/1/21,NV688,2018/1/21
T4358,1,NV6715,2018/1/21,NV688,2018/1/21
T4359,1,NV3515,2018/1/21,NV688,2018/1/21
T4360,1,NV3260,2018/1/21,NV848,2018/1/21
T4361,1,NV3260,2018/1/21,NV308,2018/1/21
T4362,1,NV3260,2018/1/21,NV688,2018/1/21
T4363,1,NV6149,2018/1/21,NV3277,2018/1/21
T4364,2,NV6149,2018/1/21,NV831,2018/1/21
T4365,1,NV6149,2018/1/21,NV3131,2018/1/21
T4366,1,NV6149,2018/1/21,NV848,2018/1/21
T4367,1,NV6149,2018/1/21,NV860,2018/1/21
T4368,2,NV6149,2018/1/21,NV6720,2018/1/21
T4369,1,NV6149,2018/1/21,NV6720,2018/1/21
T4370,1,NV6149,2018/1/21,NV688,2018/1/21
T4371,2,NV6377,2018/1/21,NV848,2018/1/21
T4372,2,NV3197,2018/1/21,NV3631,2018/1/21
T4373,1,NV3197,2018/1/21,NV3631,2018/1/21
T4374,1,NV3197,2018/1/21,NV848,2018/1/21
T4375,2,NV3197,2018/1/21,NV6784,2018/1/21
T4376,2,NV3197,2018/1/21,NV6784,2018/1/21
T4377,2,NV3197,2018/1/21,NV6784,2018/1/21
T4378,1,NV3197,2018/1/21,NV6784,2018/1/21
T4379,1,NV3702,2018/1/21,NV642,2018/1/21
T4380,1,NV3702,2018/1/21,NV308,2018/1/21
T4381,2,NV3702,2018/1/21,NV860,2018/1/21
T4382,2,NV3702,2018/1/21,NV688,2018/1/21
T4383,1,NV3702,2018/1/21,NV688,2018/1/21
T4384,1,NV304,2018/1/21,NV642,2018/1/21
T4385,1,NV304,2018/1/21,NV308,2018/1/21
T4386,1,NV304,2018/1/21,NV688,2018/1/21
T4387,1,NV635,2018/1/21,NV3277,2018/1/21
T4388,2,NV635,2018/1/21,NV834,2018/1/21
T4389,2,NV635,2018/1/21,NV834,2018/1/21
T4390,2,NV635,2018/1/21,NV624,2018/1/21
T4391,2,NV635,2018/1/21,NV624,2018/1/21
T4392,1,NV635,2018/1/21,NV3787,2018/1/21
T4393,2,NV635,2018/1/21,NV3131,2018/1/21
T4394,1,NV635,2018/1/21,NV6312,2018/1/21
T4395,2,NV635,2018/1/21,NV859,2018/1/21
T4396,1,NV6631,2018/1/21,NV688,2018/1/21
T4397,2,NV391,2018/1/21,NV3631,2018/1/21
T4398,2,NV6417,2018/1/21,NV688,2018/1/21
T4399,2,NV6417,2018/1/21,NV688,2018/1/21
T4400,1,NV6417,2018/1/21,NV688,2018/1/21
T4401,1,NV6781,2018/1/21,NV624,2018/1/21
T4402,1,NV6781,2018/1/21,NV308,2018/1/21
T4403,2,NV6781,2018/1/21,NV860,2018/1/21
T4404,2,NV6781,2018/1/21,NV672,2018/1/21
T4405,2,NV6781,2018/1/21,NV826,2018/1/21
T4406,1,NV6781,2018/1/21,NV826,2018/1/21
T4407,2,NV6119,2018/1/21,NV3631,2018/1/21
T4408,2,NV6119,2018/1/21,NV3410,2018/1/21
T4409,2,NV6119,2018/1/21,NV3131,2018/1/21
T4410,2,NV6119,2018/1/21,NV6784,2018/1/21
T4411,2,NV6119,2018/1/21,NV6720,2018/1/21
T4412,2,NV6119,2018/1/21,NV6720,2018/1/21
T4413,2,NV6119,2018/1/21,NV6720,2018/1/21
T4414,2,NV6119,2018/1/21,NV6720,2018/1/21
T4415,2,NV6119,2018/1/21,NV6720,2018/1/21
T4416,2,NV6119,2018/1/21,NV6720,2018/1/21
T4417,2,NV6119,2018/1/21,NV6720,2018/1/21
T4418,2,NV6119,2018/1/21,NV6720,2018/1/21
T4419,2,NV6119,2018/1/21,NV6720,2018/1/21
T4420,2,NV6119,2018/1/21,NV6720,2018/1/21
T4421,2,NV6119,2018/1/21,NV6720,2018/1/21
T4422,2,NV6119,2018/1/21,NV6720,2018/1/21
T4423,2,NV6119,2018/1/21,NV6720,2018/1/21
T4424,2,NV6119,2018/1/21,NV6720,2018/1/21
T4425,2,NV6119,2018/1/21,NV6720,2018/1/21
T4426,2,NV6119,2018/1/21,NV6720,2018/1/21
T4427,2,NV6119,2018/1/21,NV6720,2018/1/21
T4428,2,NV6119,2018/1/21,NV6720,2018/1/21
T4429,2,NV6119,2018/1/21,NV6720,2018/1/21
T4430,2,NV6119,2018/1/21,NV6720,2018/1/21
T4431,1,NV6119,2018/1/21,NV6720,2018/1/21
T4432,2,NV6119,2018/1/21,NV688,2018/1/21
T4433,2,NV6119,2018/1/21,NV633,2018/1/21
T4434,2,NV6119,2018/1/21,NV633,2018/1/21
T4435,2,NV6119,2018/1/21,NV633,2018/1/21
T4436,1,NV6119,2018/1/21,NV633,2018/1/21
T4437,1,NV6119,2018/1/21,NV6544,2018/1/21
T4438,1,NV6759,2018/1/21,NV826,2018/1/21
T4439,1,NV6145,2018/1/21,NV3631,2018/1/21
T4440,1,NV6145,2018/1/21,NV848,2018/1/21
T4441,2,NV6145,2018/1/21,NV308,2018/1/21
T4442,2,NV6145,2018/1/21,NV308,2018/1/21
T4443,2,NV6145,2018/1/21,NV308,2018/1/21
T4444,2,NV6145,2018/1/21,NV308,2018/1/21
T4445,2,NV6145,2018/1/21,NV308,2018/1/21
T4446,2,NV6145,2018/1/21,NV308,2018/1/21
T4447,2,NV6145,2018/1/21,NV308,2018/1/21
T4448,2,NV6145,2018/1/21,NV308,2018/1/21
T4449,2,NV6145,2018/1/21,NV308,2018/1/21
T4450,2,NV6145,2018/1/21,NV860,2018/1/21
T4451,2,NV6145,2018/1/21,NV860,2018/1/21
T4452,2,NV6145,2018/1/21,NV860,2018/1/21
T4453,2,NV6145,2018/1/21,NV860,2018/1/21
T4454,2,NV6145,2018/1/21,NV860,2018/1/21
T4455,2,NV6145,2018/1/21,NV860,2018/1/21
T4456,2,NV6145,2018/1/21,NV860,2018/1/21
T4457,2,NV6145,2018/1/21,NV860,2018/1/21
T4458,2,NV6145,2018/1/21,NV860,2018/1/21
T4459,2,NV6145,2018/1/21,NV860,2018/1/21
T4460,2,NV6145,2018/1/21,NV860,2018/1/21
T4461,2,NV6145,2018/1/21,NV860,2018/1/21
T4462,1,NV6145,2018/1/21,NV860,2018/1/21
T4463,1,NV6145,2018/1/21,NV672,2018/1/21
T4464,2,NV6145,2018/1/21,NV658,2018/1/21
T4465,2,NV6145,2018/1/21,NV658,2018/1/21
T4466,2,NV6145,2018/1/21,NV658,2018/1/21
T4467,2,NV6145,2018/1/21,NV658,2018/1/21
T4468,2,NV6145,2018/1/21,NV658,2018/1/21
T4469,2,NV6145,2018/1/21,NV658,2018/1/21
T4470,2,NV6145,2018/1/21,NV658,2018/1/21
T4471,2,NV6145,2018/1/21,NV658,2018/1/21
T4472,2,NV6145,2018/1/21,NV658,2018/1/21
T4473,2,NV6145,2018/1/21,NV658,2018/1/21
T4474,2,NV6145,2018/1/21,NV688,2018/1/21
T4475,2,NV6145,2018/1/21,NV688,2018/1/21
T4476,2,NV6145,2018/1/21,NV688,2018/1/21
T4477,1,NV6145,2018/1/21,NV688,2018/1/21
T4478,2,NV6145,2018/1/21,NV6544,2018/1/21
T4479,2,NV6145,2018/1/21,NV826,2018/1/21
T4480,1,NV619,2018/1/21,NV6784,2018/1/21
T4481,2,NV619,2018/1/21,NV308,2018/1/21
T4482,1,NV619,2018/1/21,NV6720,2018/1/21
T4483,1,NV619,2018/1/21,NV6325,2018/1/21
T4484,2,NV619,2018/1/21,NV688,2018/1/21
T4485,2,NV619,2018/1/21,NV6714,2018/1/21
T4486,1,NV601,2018/1/21,NV392,2018/1/21
T4487,1,NV6489,2018/1/21,NV308,2018/1/21
T4488,1,NV6489,2018/1/21,NV688,2018/1/21
T4489,2,NV3131,2018/1/21,NV859,2018/1/21
T4490,2,NV3131,2018/1/21,NV859,2018/1/21
T4491,2,NV3131,2018/1/21,NV859,2018/1/21
T4492,2,NV3131,2018/1/21,NV859,2018/1/21
T4493,2,NV3131,2018/1/21,NV859,2018/1/21
T4494,2,NV3131,2018/1/21,NV859,2018/1/21
T4495,2,NV3131,2018/1/21,NV859,2018/1/21
T4496,2,NV3131,2018/1/21,NV859,2018/1/21
T4497,2,NV3131,2018/1/21,NV859,2018/1/21
T4498,2,NV3131,2018/1/21,NV859,2018/1/21
T4499,2,NV3131,2018/1/21,NV859,2018/1/21
T4500,1,NV3131,2018/1/21,NV859,2018/1/21
T4501,2,NV3131,2018/1/21,NV6544,2018/1/21
T4502,1,NV3131,2018/1/21,NV836,2018/1/21
T4503,1,NV3131,2018/1/21,NV6472,2018/1/21
T4504,2,NV3131,2018/1/21,NV699,2018/1/21
T4505,1,NV3131,2018/1/21,NV699,2018/1/21
T4506,1,NV831,2018/1/21,NV860,2018/1/21
T4507,1,NV831,2018/1/21,NV688,2018/1/21
T4508,2,NV831,2018/1/21,NV6544,2018/1/21
T4509,1,NV831,2018/1/21,NV836,2018/1/21
T4510,2,NV831,2018/1/21,NV6578,2018/1/21
T4511,1,NV831,2018/1/21,NV6578,2018/1/21
T4512,1,NV831,2018/1/21,NV699,2018/1/21
T4513,2,NV615,2018/1/21,NV6720,2018/1/21
T4514,1,NV615,2018/1/21,NV6325,2018/1/21
T4515,2,NV615,2018/1/21,NV6578,2018/1/21
T4516,2,NV615,2018/1/21,NV6632,2018/1/21
T4517,2,NV615,2018/1/21,NV6632,2018/1/21
T4518,1,NV6525,2018/1/21,NV308,2018/1/21
T4519,1,NV6525,2018/1/21,NV672,2018/1/21
T4520,1,NV6525,2018/1/21,NV688,2018/1/21
T4521,2,NV6739,2018/1/21,NV6486,2018/1/21
T4522,1,NV6739,2018/1/21,NV6486,2018/1/21
T4523,2,NV6739,2018/1/21,NV688,2018/1/21
T4524,1,NV6739,2018/1/21,NV688,2018/1/21
T4525,2,NV6739,2018/1/21,NV654,2018/1/21
T4526,2,NV399,2018/1/21,NV688,2018/1/21
T4527,2,NV399,2018/1/21,NV6297,2018/1/21
T4528,2,NV399,2018/1/21,NV6297,2018/1/21
T4529,1,NV399,2018/1/21,NV6772,2018/1/21
T4530,1,NV6663,2018/1/21,NV3655,2018/1/21
T4531,1,NV6663,2018/1/21,NV826,2018/1/21
T4532,2,NV6663,2018/1/21,NV392,2018/1/21
T4533,1,NV6663,2018/1/21,NV654,2018/1/21
T4534,1,NV859,2018/1/21,NV6312,2018/1/21
T4535,2,NV859,2018/1/21,NV6297,2018/1/21
T4536,2,NV859,2018/1/21,NV6297,2018/1/21
T4537,2,NV859,2018/1/21,NV6472,2018/1/21
T4538,2,NV859,2018/1/21,NV6478,2018/1/21
T4539,1,NV859,2018/1/21,NV392,2018/1/21
T4540,2,NV859,2018/1/21,NV6642,2018/1/21
T4541,1,NV859,2018/1/21,NV6642,2018/1/21
T4542,1,NV859,2018/1/21,NV6811,2018/1/21
T4543,2,NV859,2018/1/21,NV3993,2018/1/21
T4544,1,NV859,2018/1/21,NV3993,2018/1/21
T4545,1,GN0641,2018/1/21,NV664,2018/1/22
T4546,1,NV3119,2018/1/21,NV6720,2018/1/21
T4547,2,NV3119,2018/1/21,NV6632,2018/1/21
T4548,1,NV3119,2018/1/21,NV6652,2018/1/21
T4549,1,NV3119,2018/1/21,NV664,2018/1/22
T4550,1,NV6231,2018/1/21,NV664,2018/1/22
T4551,2,NV6714,2018/1/21,NV6632,2018/1/21
T4552,2,NV6714,2018/1/21,NV6632,2018/1/21
T4553,1,NV6714,2018/1/21,NV6632,2018/1/21
T4554,1,NV6714,2018/1/21,NV6811,2018/1/21
T4555,2,NV6714,2018/1/21,NV6652,2018/1/21
T4556,1,NV6199,2018/1/21,NV6297,2018/1/21
T4557,2,NV6199,2018/1/21,NV3655,2018/1/21
T4558,1,NV6199,2018/1/21,NV392,2018/1/21
T4559,1,NV6199,2018/1/21,NV6642,2018/1/21
T4560,1,NV6199,2018/1/21,NV6811,2018/1/21
T4561,2,NV6199,2018/1/21,NV840,2018/1/22
T4562,2,NV6199,2018/1/21,NV840,2018/1/22
T4563,1,NV673,2018/1/21,NV6325,2018/1/21
T4564,2,NV673,2018/1/21,NV688,2018/1/21
T4565,1,NV673,2018/1/21,NV633,2018/1/21
T4566,1,NV673,2018/1/21,NV6544,2018/1/21
T4567,2,NV673,2018/1/21,NV836,2018/1/21
T4568,1,NV673,2018/1/21,NV836,2018/1/21
T4569,2,NV673,2018/1/21,NV6472,2018/1/21
T4570,2,NV673,2018/1/21,NV6714,2018/1/21
T4571,2,NV673,2018/1/21,NV6714,2018/1/21
T4572,1,NV673,2018/1/21,NV6714,2018/1/21
T4573,2,NV673,2018/1/21,NV6528,2018/1/21
T4574,2,NV673,2018/1/21,NV6528,2018/1/21
T4575,1,NV673,2018/1/21,NV6578,2018/1/21
T4576,1,NV673,2018/1/21,NV699,2018/1/21
T4577,2,NV673,2018/1/21,NV6632,2018/1/21
T4578,1,NV673,2018/1/21,NV6811,2018/1/21
T4579,1,NV673,2018/1/21,NV6652,2018/1/21
T4580,2,NV673,2018/1/21,NV3993,2018/1/21
T4581,2,NV673,2018/1/21,NV664,2018/1/22
T4582,2,NV673,2018/1/21,NV664,2018/1/22
T4583,2,NV673,2018/1/21,NV664,2018/1/22
T4584,2,NV673,2018/1/21,NV664,2018/1/22
T4585,2,NV673,2018/1/21,NV320,2018/1/22
T4586,2,NV673,2018/1/21,NV882,2018/1/22
T4587,2,NV673,2018/1/21,NV882,2018/1/22
T4588,2,NV633,2018/1/21,NV6472,2018/1/21
T4589,1,NV633,2018/1/21,NV6472,2018/1/21
T4590,2,NV633,2018/1/21,NV6714,2018/1/21
T4591,2,NV633,2018/1/21,NV6478,2018/1/21
T4592,2,NV633,2018/1/21,NV6478,2018/1/21
T4593,2,NV633,2018/1/21,NV6478,2018/1/21
T4594,2,NV633,2018/1/21,NV6642,2018/1/21
T4595,2,NV633,2018/1/21,NV6652,2018/1/21
T4596,2,NV633,2018/1/21,NV6652,2018/1/21
T4597,2,NV633,2018/1/21,NV846,2018/1/22
T4598,2,NV633,2018/1/21,NV846,2018/1/22
T4599,2,NV633,2018/1/21,NV846,2018/1/22
T4600,2,NV633,2018/1/21,NV840,2018/1/22
T4601,2,NV633,2018/1/21,NV840,2018/1/22
T4602,1,NV633,2018/1/21,NV840,2018/1/22
T4603,2,NV849,2018/1/21,NV6297,2018/1/21
T4604,2,NV849,2018/1/21,NV6297,2018/1/21
T4605,2,NV849,2018/1/21,NV6297,2018/1/21
T4606,1,NV849,2018/1/21,NV6297,2018/1/21
T4607,1,NV849,2018/1/21,NV6472,2018/1/21
T4608,1,NV849,2018/1/21,NV6714,2018/1/21
T4609,1,NV849,2018/1/21,NV3655,2018/1/21
T4610,1,NV849,2018/1/21,NV6528,2018/1/21
T4611,2,NV849,2018/1/21,NV6578,2018/1/21
T4612,2,NV849,2018/1/21,NV6578,2018/1/21
T4613,2,NV849,2018/1/21,NV699,2018/1/21
T4614,2,NV849,2018/1/21,NV699,2018/1/21
T4615,1,NV849,2018/1/21,NV6652,2018/1/21
T4616,2,NV849,2018/1/21,NV664,2018/1/22
T4617,1,NV849,2018/1/21,NV320,2018/1/22
T4618,2,NV849,2018/1/21,NV882,2018/1/22
T4619,2,NV3622,2018/1/21,NV664,2018/1/22
T4620,2,NV3622,2018/1/21,NV664,2018/1/22
T4621,1,NV3622,2018/1/21,NV664,2018/1/22
T4622,1,NV3622,2018/1/21,NV320,2018/1/22
T4623,1,NV3622,2018/1/21,NV882,2018/1/22
T4624,2,NV3622,2018/1/21,NV840,2018/1/22
T4625,1,NV3622,2018/1/21,NV840,2018/1/22
T4626,2,NV6753,2018/1/21,NV6642,2018/1/21
T4627,1,NV6753,2018/1/21,NV6642,2018/1/21
T4628,1,NV6753,2018/1/21,NV664,2018/1/22
T4629,2,NV6324,2018/1/21,NV846,2018/1/22
T4630,1,NV6324,2018/1/21,NV880,2018/1/22
T4631,2,NV6463,2018/1/21,NV846,2018/1/22
T4632,1,NV6527,2018/1/21,NV846,2018/1/22
T4633,2,NV6527,2018/1/21,NV840,2018/1/22
T4634,1,NV827,2018/1/21,NV3655,2018/1/21
T4635,1,NV827,2018/1/21,NV6478,2018/1/21
T4636,1,NV827,2018/1/21,NV6772,2018/1/21
T4637,2,NV827,2018/1/21,NV6632,2018/1/21
T4638,2,NV827,2018/1/21,NV6632,2018/1/21
T4639,1,NV827,2018/1/21,NV6642,2018/1/21
T4640,2,NV827,2018/1/21,NV6652,2018/1/21
T4641,1,NV827,2018/1/21,NV6652,2018/1/21
T4642,2,NV827,2018/1/21,NV3993,2018/1/21
T4643,2,NV827,2018/1/21,NV3993,2018/1/21
T4644,1,NV827,2018/1/21,NV3993,2018/1/21
T4645,2,NV827,2018/1/21,NV664,2018/1/22
T4646,1,NV827,2018/1/21,NV664,2018/1/22
T4647,1,NV827,2018/1/21,NV320,2018/1/22
